Province,Municipality,Barangay,2020 Population,brgy_code
Davao Del Sur,Sulop,Solongvale,1.139,PH112414021
Davao Del Sur,Sulop,Tagolilong,0.797,PH112414022
Davao Del Sur,Sulop,Tala-O,1.725,PH112414023
Davao Del Sur,Sulop,Talas,2.041,PH112414024
Davao Del Sur,Tanwalang,Waterfall,1.673,PH112402195
City Of Davao,,Acacia,6.014,PH112315004
City Of Davao,,Agdao,6.957,PH112315019
City Of Davao,,Alambre,2.952,PH112315010
City Of Davao,,Atan-Awe,1.444,PH112315021
City Of Davao,,Bago Gallera,19.201,PH112315023
City Of Davao,,Bago Oshiro,17.717,PH112315001
City Of Davao,,Baguio,4.801,PH112315019
City Of Davao,,Balengaeng,2.39,PH112315022
City Of Davao,,Baliok,17.165,PH112315028
City Of Davao,,Bangkas Heights,8.056,PH112315011
City Of Davao,,Baracatan,2.965,PH112315004
City Of Davao,,Bato,11.93,PH112315034
City Of Davao,,Bayabas,3.489,PH112315026
City Of Davao,,Biao Escuela,4.263,PH112315036
City Of Davao,,Biao Guianga,4.581,PH112315021
City Of Davao,,Biao Joaquin,2.333,PH112315031
City Of Davao,,Binugao,8.641,PH112315018
City Of Davao,,Bucana,80.538,PH112315018
City Of Davao,,Buhangin,67.515,PH112315038
City Of Davao,,Bunawan,24.073,PH112315003
City Of Davao,,Cabantian,50.1,PH112315005
City Of Davao,,Cadalian,2.913,PH112315013
City Of Davao,,Calinan,24.218,PH112315039
City Of Davao,,Callawa,3.941,PH112315023
City Of Davao,,Camansi,1.376,PH112315039
City Of Davao,,Carmen,2.252,PH112315010
City Of Davao,,Catalunan Grande,41.171,PH112315012
City Of Davao,,Catalunan Pequeño,25.762,PH112315027
City Of Davao,,Catigan,4.021,PH112315012
City Of Davao,,Cawayan,3.313,PH112315014
City Of Davao,,Colosas,5.739,PH112315030
City Of Davao,,Communal,16.395,PH112315021
City Of Davao,,Crossing Bayabas,12.406,PH112315035
City Of Davao,,Dacudao,5.596,PH112315004
City Of Davao,,Dalag,2.081,PH112315023
City Of Davao,,Dalagdag,0.97,PH112315023
City Of Davao,,Daliao,21.479,PH112315023
City Of Davao,,Daliaon Plantation,3.912,PH112315035
City Of Davao,,Dominga,1.53,PH112315021
City Of Davao,,Dumoy,19.636,PH112315019
City Of Davao,,Eden,2.627,PH112315001
City Of Davao,,Fatima (Benowang),3.674,PH112315022
City Of Davao,,Gatungan,1.655,PH112315012
City Of Davao,,Gumalang,6.104,PH112315013
City Of Davao,,Ilang,26.15,PH112315013
City Of Davao,,Indangan,24.879,PH112315039
City Of Davao,,Kilate,1.414,PH112315011
City Of Davao,,Lacson,6.549,PH112315006
City Of Davao,,Lamanan,4.604,PH112315021
City Of Davao,,Lampianao,1.159,PH112315018
City Of Davao,,Langub,4.334,PH112315005
City Of Davao,,Alejandra Navarro (Lasang),11.774,PH112315041
City Of Davao,,Lizada,23.717,PH112315039
City Of Davao,,Los Amigos,11.694,PH112315006
City Of Davao,,Lubogan,13.849,PH112315024
City Of Davao,,Lumiad,1.568,PH112315019
City Of Davao,,Ma-A,58.874,PH112315001
City Of Davao,,Mabuhay,1.534,PH112315018
City Of Davao,,Magtuod,4.802,PH112315019
City Of Davao,,Mahayag,7.078,PH112315021
City Of Davao,,Malabog,13.693,PH112315023
City Of Davao,,Malagos,8.16,PH112315023
City Of Davao,,Malamba,6.176,PH112315023
City Of Davao,,Manambulan,3.493,PH112315021
City Of Davao,,Mandug,15.296,PH112315019
City Of Davao,,Manuel Guianga,5.605,PH112315021
City Of Davao,,Mapula,3.97,PH112315019
City Of Davao,,Marapangi,7.961,PH112315021
City Of Davao,,Marilog,19.433,PH112315024
City Of Davao,,Matina Aplaya,32.396,PH112315021
City Of Davao,,Matina Crossing,41.407,PH112315004
City Of Davao,,Matina Pangi,18.919,PH112315012
City Of Davao,,Matina Biao,2.205,PH112315018
City Of Davao,,Mintal,18.677,PH112315021
City Of Davao,,Mudiang,4.115,PH112315021
City Of Davao,,Mulig,6.888,PH112315023
City Of Davao,,New Carmen,2.993,PH112315023
City Of Davao,,New Valencia,2.278,PH112315023
City Of Davao,,Pampanga,15.616,PH112315021
City Of Davao,,Panacan,40.86,PH112315017
City Of Davao,,Panalum,1.886,PH112315016
City Of Davao,,Pandaitan,4.257,PH112315025
City Of Davao,,Pangyan,2.34,PH112315017
City Of Davao,,Paquibato,2.272,PH112315019
City Of Davao,,Paradise Embak,3.049,PH112315029
City Of Davao,,Riverside,6.01,PH112315035
City Of Davao,,Salapawan,2.498,PH112315028
City Of Davao,,Salaysay,6.667,PH112315023
City Of Davao,,San Isidro (Licanan),6.986,PH112315030
City Of Davao,,Sasa,54.862,PH112315026
City Of Davao,,Sibulan,2.481,PH112315011
City Of Davao,,Sirawan,8.306,PH112315035
City Of Davao,,Sirib,5.993,PH112315001
City Of Davao,,Suawan (Tuli),5.341,PH112315031
City Of Davao,,Subasta,5.245,PH112315003
City Of Davao,,Sumimao,1.641,PH112315035
City Of Davao,,Tacunan,13.415,PH112315012
City Of Davao,,Tagakpan,4.955,PH112315005
City Of Davao,,Tagluno,1.695,PH112315018
City Of Davao,,Tagurano,1.338,PH112315022
City Of Davao,,Talandang,3.75,PH112315013
City Of Davao,,Talomo,61.698,PH112315037
City Of Davao,,Talomo River,8.604,PH112315037
City Of Davao,,Tamayong,6.916,PH112315004
City Of Davao,,Tambobong,6.259,PH112315038
City Of Davao,,Tamugan,9.009,PH112315014
City Of Davao,,Tapak,7.065,PH112315013
City Of Davao,,Tawan-Tawan,4.632,PH112315013
City Of Davao,,Tibuloy,2.432,PH112315038
City Of Davao,,Tibungco,49.636,PH112315038
City Of Davao,,Tigatto,24.795,PH112315035
City Of Davao,,Toril,12.393,PH112315034
City Of Davao,,Tugbok,21.927,PH112315038
City Of Davao,,Tungakalan,3.26,PH112315013
City Of Davao,,Ula,7.003,PH112315006
City Of Davao,,Wangan,6.905,PH112315014
City Of Davao,,Wines,3.798,PH112315026
City Of Davao,,Barangay 1-A,3.089,PH112315021
City Of Davao,,Barangay 2-A,2.935,PH112315021
City Of Davao,,Barangay 3-A,0.407,PH112315021
City Of Davao,,Barangay 4-A,1.692,PH112315021
City Of Davao,,Barangay 5-A,11.16,PH112315021
City Of Davao,,Barangay 6-A,2.217,PH112315021
City Of Davao,,Barangay 7-A,3.362,PH112315021
City Of Davao,,Barangay 8-A,15.259,PH112315021
City Of Davao,,Barangay 9-A,6.807,PH112315021
City Of Davao,,Barangay 10-A,7.867,PH112315021
City Of Davao,,Barangay 11-B,2.152,PH112315021
City Of Davao,,Barangay 12-B,1.154,PH112315021
City Of Davao,,Barangay 13-B,0.366,PH112315021
City Of Davao,,Barangay 14-B,1.854,PH112315021
City Of Davao,,Barangay 15-B,2.603,PH112315021
City Of Davao,,Barangay 16-B,0.441,PH112315021
City Of Davao,,Barangay 17-B,0.906,PH112315021
City Of Davao,,Barangay 18-B,1.231,PH112315021
City Of Davao,,Barangay 19-B,30.752,PH112315021
City Of Davao,,Barangay 20-B,4.929,PH112315021
City Of Davao,,Barangay 21-C,7.273,PH112315021
City Of Davao,,Barangay 22-C,7.643,PH112315021
City Of Davao,,Barangay 23-C,17.03,PH112315021
City Of Davao,,Barangay 24-C,2.034,PH112315021
City Of Davao,,Barangay 25-C,1.922,PH112315021
City Of Davao,,Barangay 26-C,1.681,PH112315021
City Of Davao,,Barangay 27-C,2.11,PH112315021
City Of Davao,,Barangay 28-C,3.133,PH112315021
City Of Davao,,Barangay 29-C,0.703,PH112315021
City Of Davao,,Barangay 30-C,1.057,PH112315021
City Of Davao,,Barangay 31-D,8.481,PH112315021
City Of Davao,,Barangay 32-D,1.644,PH112315021
City Of Davao,,Barangay 33-D,1.827,PH112315021
City Of Davao,,Barangay 34-D,1.074,PH112315021
City Of Davao,,Barangay 35-D,0.409,PH112315021
City Of Davao,,Barangay 36-D,1.22,PH112315021
City Of Davao,,Barangay 37-D,5.771,PH112315021
City Of Davao,,Barangay 38-D,1.289,PH112315021
City Of Davao,,Barangay 39-D,4.253,PH112315021
City Of Davao,,Barangay 40-D,2.159,PH112315021
City Of Davao,,Angalan,2.741,PH112315013
City Of Davao,,Baganihan,1.507,PH112315005
City Of Davao,,Bago Aplaya,18.93,PH112315021
City Of Davao,,Bantol,2.334,PH112315034
City Of Davao,,Buda,2.135,PH112315018
City Of Davao,,Centro (San Juan),16.336,PH112315041
City Of Davao,,Datu Salumay,1.1,PH112315013
City Of Davao,,Gov. Paciano Bangoy,7.601,PH112315004
City Of Davao,,Gov. Vicente Duterte,7.968,PH112315032
City Of Davao,,Gumitan,2.1,PH112315021
City Of Davao,,Inayangan,5.003,PH112315005
City Of Davao,,"Kap. Tomas Monteverde, Sr.",5.258,PH112315007
City Of Davao,,Lapu-Lapu,13.205,PH112315002
City Of Davao,,"Leon Garcia, Sr.",12.952,PH112315004
City Of Davao,,Magsaysay,3.122,PH112315021
City Of Davao,,Megkawayan,3.007,PH112315014
City Of Davao,,Rafael Castillo,5.943,PH112315011
City Of Davao,,Saloy,2.19,PH112315028
City Of Davao,,San Antonio,12.19,PH112315029
City Of Davao,,Santo Niño,20.934,PH112315034
City Of Davao,,Ubalde,2.417,PH112315002
City Of Davao,,Waan,4.5,PH112315013
City Of Davao,,Wilfredo Aquino,8.064,PH112315018
City Of Davao,,Alfonso Angliongto Sr.,14.962,PH112315006
City Of Davao,,Vicente Hizon Sr.,11.219,PH112315032
Davao Occidental,Don Marcelino,Calian,3.709,PH118601001
Davao Occidental,Don Marcelino,Kiobog,2.015,PH118601002
Davao Occidental,Don Marcelino,North Lamidan,2.036,PH118601003
Davao Occidental,Don Marcelino,Lawa,4.041,PH118601004
Davao Occidental,Don Marcelino,Nueva Villa,2.079,PH118601005
Davao Occidental,Don Marcelino,Talagutong,6.945,PH118601006
Davao Occidental,Don Marcelino,Baluntaya,2.416,PH118601007
Davao Occidental,Don Marcelino,Dalupan,3.479,PH118601008
Davao Occidental,Don Marcelino,Kinanga,4.012,PH118601009
Davao Occidental,Don Marcelino,Lanao,1.135,PH118601010
Davao Occidental,Don Marcelino,Lapuan,5.061,PH118601011
Davao Occidental,Don Marcelino,Linadasan,1.836,PH118601012
Davao Occidental,Don Marcelino,Mabuhay,2.138,PH118601013
Davao Occidental,Don Marcelino,South Lamidan,1.654,PH118601014
Davao Occidental,Don Marcelino,West Lamidan,2.984,PH118601015
Davao Occidental,Jose Abad Santos (Trinidad),Buguis,1.313,PH118602001
Davao Occidental,Jose Abad Santos (Trinidad),Balangonan,3.085,PH118602002
Davao Occidental,Jose Abad Santos (Trinidad),Bukid,2.822,PH118602006
Davao Occidental,Jose Abad Santos (Trinidad),Butuan,2.172,PH118602007
Davao Occidental,Jose Abad Santos (Trinidad),Butulan,2.891,PH118602008
Davao Occidental,Jose Abad Santos (Trinidad),Caburan Big,4.827,PH118602009
Davao Occidental,Jose Abad Santos (Trinidad),Caburan Small,7.017,PH118602010
Davao Occidental,Jose Abad Santos (Trinidad),Camalian,1.769,PH118602011
Davao Occidental,Jose Abad Santos (Trinidad),Carahayan,2.448,PH118602012
Davao Occidental,Jose Abad Santos (Trinidad),Cayaponga,1.882,PH118602013
Davao Occidental,Jose Abad Santos (Trinidad),Culaman,3.265,PH118602014
Davao Occidental,Jose Abad Santos (Trinidad),Kalbay,4.302,PH118602015
Davao Occidental,Jose Abad Santos (Trinidad),Kitayo,1.122,PH118602016
Davao Occidental,Jose Abad Santos (Trinidad),Magulibas,2.714,PH118602019
Davao Occidental,Jose Abad Santos (Trinidad),Malalan,2.374,PH118602020
Davao Occidental,Jose Abad Santos (Trinidad),Mangile,3.249,PH118602021
Davao Occidental,Jose Abad Santos (Trinidad),Marabutuan,4.292,PH118602022
Davao Occidental,Jose Abad Santos (Trinidad),Meybio,2.284,PH118602023
Davao Occidental,Jose Abad Santos (Trinidad),Molmol,2.258,PH118602024
Davao Occidental,Jose Abad Santos (Trinidad),Nuing,3.089,PH118602025
Davao Occidental,Jose Abad Santos (Trinidad),Patulang,1.542,PH118602026
Davao Occidental,Jose Abad Santos (Trinidad),Quiapo,1.886,PH118602027
Davao Occidental,Jose Abad Santos (Trinidad),San Isidro,2.195,PH118602028
Davao Occidental,Jose Abad Santos (Trinidad),Sugal,2.944,PH118602033
Davao Occidental,Jose Abad Santos (Trinidad),Tabayon,3.394,PH118602034
Davao Occidental,Jose Abad Santos (Trinidad),Tanuman,2.245,PH118602035
Davao Occidental,Malita,Bito,1.886,PH118603001
Davao Occidental,Malita,Bolila,1.97,PH118603002
Davao Occidental,Malita,Buhangin,4.637,PH118603003
Davao Occidental,Malita,Culaman,1.982,PH118603004
Davao Occidental,Malita,Datu Danwata,5.993,PH118603005
Davao Occidental,Malita,Demoloc,6.156,PH118603006
Davao Occidental,Malita,Felis,2.889,PH118603007
Davao Occidental,Malita,Fishing Village (Fisherman'S Village),3.611,PH118603008
Davao Occidental,Malita,Kibalatong,1.273,PH118603010
Davao Occidental,Malita,Kidalapong,2.512,PH118603011
Davao Occidental,Malita,Kilalag,3.297,PH118603012
Davao Occidental,Malita,Kinangan,2.897,PH118603013
Davao Occidental,Malita,Lacaron,4.179,PH118603016
Davao Occidental,Malita,Lagumit,5.516,PH118603017
Davao Occidental,Malita,Lais,1.98,PH118603018
Davao Occidental,Malita,Little Baguio,12.201,PH118603022
Davao Occidental,Malita,Macol,1.381,PH118603023
Davao Occidental,Malita,Mana,4.221,PH118603024
Davao Occidental,Malita,Manuel Peralta,2.646,PH118603025
Davao Occidental,Malita,New Argao,1.659,PH118603027
Davao Occidental,Malita,Pangian,3.65,PH118603030
Davao Occidental,Malita,Pinalpalan,4.287,PH118603031
Davao Occidental,Malita,Poblacion,19.079,PH118603032
Davao Occidental,Malita,Sangay,3.334,PH118603033
Davao Occidental,Malita,Talogoy,2.433,PH118603036
Davao Occidental,Malita,Tical,1.086,PH118603037
Davao Occidental,Malita,Ticulon,2.597,PH118603038
Davao Occidental,Malita,Tingolo,2.124,PH118603039
Davao Occidental,Malita,Tubalan,4.462,PH118603040
Davao Occidental,Malita,Pangaleon,2.259,PH118603041
Davao Occidental,Santa Maria,Basiawan,7.604,PH118604001
Davao Occidental,Santa Maria,Buca,2.422,PH118604002
Davao Occidental,Santa Maria,Cadaatan,1.947,PH118604003
Davao Occidental,Santa Maria,Kidadan,1.084,PH118604004
Davao Occidental,Santa Maria,Kisulad,1.317,PH118604005
Davao Occidental,Santa Maria,Malalag Tubig,0.98,PH118604006
Davao Occidental,Santa Maria,Mamacao,3.011,PH118604007
Davao Occidental,Santa Maria,Ogpao,1.19,PH118604008
Davao Occidental,Santa Maria,Poblacion,10.12,PH118604009
Davao Occidental,Santa Maria,Pongpong,2.168,PH118604010
Davao Occidental,Santa Maria,San Agustin,5.222,PH118604011
Davao Occidental,Santa Maria,San Antonio,2.478,PH118604012
Davao Occidental,Santa Maria,San Isidro,2.955,PH118604013
Davao Occidental,Santa Maria,San Juan,1.522,PH118604014
Davao Occidental,Santa Maria,San Pedro,2.058,PH118604015
Davao Occidental,Santa Maria,San Roque,1.658,PH118604016
Davao Occidental,Santa Maria,Tanglad,3.108,PH118604018
Davao Occidental,Santa Maria,Santo Niño,1.603,PH118604019
Davao Occidental,Santa Maria,Santo Rosario,1.466,PH118604020
Davao Occidental,Santa Maria,Datu Daligasao,0.841,PH118604021
Davao Occidental,Santa Maria,Datu Intan,1.539,PH118604022
Davao Occidental,Santa Maria,Kinilidan,1.233,PH118604023
Davao Occidental,Sarangani,Batuganding,2.209,PH118605001
Davao Occidental,Sarangani,Konel,2.142,PH118605002
Davao Occidental,Sarangani,Lipol,1.625,PH118605003
Davao Occidental,Sarangani,Mabila,5.253,PH118605004
Davao Occidental,Sarangani,Patuco (Sarangani Norte),2.781,PH118605005
Davao Occidental,Sarangani,Laker (Sarangani Sur),1.524,PH118605006
Davao Occidental,Sarangani,Tinina,1.439,PH118605007
Davao Occidental,Sarangani,Camahual,1.205,PH118605008
Davao Occidental,Sarangani,Camalig,1.16,PH118605009
Davao Occidental,Sarangani,Gomtago,0.895,PH118605010
Davao Occidental,Sarangani,Tagen,1.397,PH118605011
Davao Occidental,Sarangani,Tucal,0.885,PH118605012
Davao Oriental,Baganga,Baculin,3.922,PH112501001
Davao Oriental,Baganga,Banao,1.874,PH112501002
Davao Oriental,Baganga,Batawan,0.717,PH112501003
Davao Oriental,Baganga,Batiano,2.819,PH112501004
Davao Oriental,Baganga,Binondo,3.862,PH112501005
Davao Oriental,Baganga,Bobonao,0.92,PH112501006
Davao Oriental,Baganga,Campawan,2.114,PH112501007
Davao Oriental,Baganga,Central,4.627,PH112501008
Davao Oriental,Baganga,Dapnan,3.288,PH112501009
Davao Oriental,Baganga,Kinablangan,6.08,PH112501010
Davao Oriental,Baganga,Lambajon,7.635,PH112501011
Davao Oriental,Baganga,Mahanub,4.462,PH112501012
Davao Oriental,Baganga,Mikit,1.136,PH112501013
Davao Oriental,Baganga,Salingcomot,3.013,PH112501014
Davao Oriental,Baganga,San Isidro,2.135,PH112501015
Davao Oriental,Baganga,San Victor,1.425,PH112501016
Davao Oriental,Baganga,Lucod,5.087,PH112501017
Davao Oriental,Baganga,Saoquegue,3.598,PH112501018
Davao Oriental,Banaybanay,Cabangcalan,1.721,PH112502001
Davao Oriental,Banaybanay,Caganganan,2.33,PH112502002
Davao Oriental,Banaybanay,Calubihan,4.17,PH112502003
Davao Oriental,Banaybanay,Causwagan,0.812,PH112502004
Davao Oriental,Banaybanay,Punta Linao,3.325,PH112502005
Davao Oriental,Banaybanay,Mahayag,1.252,PH112502006
Davao Oriental,Banaybanay,Maputi,4.102,PH112502007
Davao Oriental,Banaybanay,Mogbongcogon,3.259,PH112502008
Davao Oriental,Banaybanay,Panikian,3.183,PH112502009
Davao Oriental,Banaybanay,Pintatagan,2.687,PH112502010
Davao Oriental,Banaybanay,Piso Proper,2.982,PH112502011
Davao Oriental,Banaybanay,Poblacion,9.193,PH112502012
Davao Oriental,Banaybanay,San Vicente,2.994,PH112502013
Davao Oriental,Banaybanay,Rang-Ay,2.441,PH112502014
Davao Oriental,Boston,Cabasagan,1.937,PH112503001
Davao Oriental,Boston,Caatihan,1.616,PH112503002
Davao Oriental,Boston,Cawayanan,0.733,PH112503003
Davao Oriental,Boston,Poblacion,3.645,PH112503004
Davao Oriental,Boston,San Jose,2.179,PH112503005
Davao Oriental,Boston,Sibajay,1.645,PH112503006
Davao Oriental,Boston,Carmen,1.697,PH112503007
Davao Oriental,Boston,Simulao,1.166,PH112503008
Davao Oriental,Caraga,Alvar,0.688,PH112504001
Davao Oriental,Caraga,Caningag,1.148,PH112504002
Davao Oriental,Caraga,Don Leon Balante,1.034,PH112504004
Davao Oriental,Caraga,Lamiawan,1.482,PH112504005
Davao Oriental,Caraga,Manorigao,1.661,PH112504006
Davao Oriental,Caraga,Mercedes,1.19,PH112504007
Davao Oriental,Caraga,Palma Gil,1.887,PH112504008
Davao Oriental,Caraga,Pichon,4.946,PH112504009
Davao Oriental,Caraga,Poblacion,5.484,PH112504010
Davao Oriental,Caraga,San Antonio,2.333,PH112504011
Davao Oriental,Caraga,San Jose,1.598,PH112504012
Davao Oriental,Caraga,San Luis,2.491,PH112504013
Davao Oriental,Caraga,San Miguel,1.138,PH112504014
Davao Oriental,Caraga,San Pedro,2.88,PH112504015
Davao Oriental,Caraga,Santa Fe,2.028,PH112504016
Davao Oriental,Caraga,Santiago,2.659,PH112504017
Davao Oriental,Caraga,Sobrecarey,5.057,PH112504018
Davao Oriental,Cateel,Abijod,2.086,PH112505001
Davao Oriental,Cateel,Alegria,1.849,PH112505002
Davao Oriental,Cateel,Aliwagwag,1.34,PH112505003
Davao Oriental,Cateel,Aragon,2.2,PH112505004
Davao Oriental,Cateel,Baybay,0.887,PH112505005
Davao Oriental,Cateel,Maglahus,1.449,PH112505009
Davao Oriental,Cateel,Mainit,2.069,PH112505010
Davao Oriental,Cateel,Malibago,2.649,PH112505011
Davao Oriental,Cateel,San Alfonso,3.979,PH112505012
Davao Oriental,Cateel,San Antonio,4.262,PH112505013
Davao Oriental,Cateel,San Miguel,0.993,PH112505014
Davao Oriental,Cateel,San Rafael,3.106,PH112505015
Davao Oriental,Cateel,San Vicente,0.896,PH112505016
Davao Oriental,Cateel,Santa Filomena,1.516,PH112505017
Davao Oriental,Cateel,Taytayan,5.862,PH112505018
Davao Oriental,Cateel,Poblacion,9.064,PH112505019
Davao Oriental,Governor Generoso,Anitap,1.405,PH112506001
Davao Oriental,Governor Generoso,Manuel Roxas,2.665,PH112506002
Davao Oriental,Governor Generoso,Don Aurelio Chicote,2.81,PH112506003
Davao Oriental,Governor Generoso,Lavigan,2.661,PH112506004
Davao Oriental,Governor Generoso,Luzon,3.045,PH112506005
Davao Oriental,Governor Generoso,Magdug,2.414,PH112506006
Davao Oriental,Governor Generoso,Monserrat,2.004,PH112506007
Davao Oriental,Governor Generoso,Nangan,5.168,PH112506008
Davao Oriental,Governor Generoso,Oregon,1.186,PH112506009
Davao Oriental,Governor Generoso,Poblacion,5.692,PH112506010
Davao Oriental,Governor Generoso,Pundaguitan,2.485,PH112506011
Davao Oriental,Governor Generoso,Sergio Osmeña,1.973,PH112506012
Davao Oriental,Governor Generoso,Surop,2.656,PH112506013
Davao Oriental,Governor Generoso,Tagabebe,2.15,PH112506014
Davao Oriental,Governor Generoso,Tamban,1.65,PH112506015
Davao Oriental,Governor Generoso,Tandang Sora,1.557,PH112506016
Davao Oriental,Governor Generoso,Tibanban,10.016,PH112506017
Davao Oriental,Governor Generoso,Tiblawan,4.538,PH112506018
Davao Oriental,Governor Generoso,Upper Tibanban,1.493,PH112506019
Davao Oriental,Governor Generoso,Crispin Dela Cruz,2.323,PH112506020
Davao Oriental,Lupon,Bagumbayan,5.764,PH112507001
Davao Oriental,Lupon,Cabadiangan,1.415,PH112507003
Davao Oriental,Lupon,Calapagan,3.442,PH112507006
Davao Oriental,Lupon,Cocornon,2.21,PH112507008
Davao Oriental,Lupon,Corporacion,3.342,PH112507009
Davao Oriental,Lupon,Don Mariano Marcos,3.632,PH112507010
Davao Oriental,Lupon,Ilangay,5.903,PH112507011
Davao Oriental,Lupon,Langka,1.96,PH112507013
Davao Oriental,Lupon,Lantawan,0.396,PH112507014
Davao Oriental,Lupon,Limbahan,2.049,PH112507015
Davao Oriental,Lupon,Macangao,2.285,PH112507016
Davao Oriental,Lupon,Magsaysay,0.903,PH112507017
Davao Oriental,Lupon,Mahayahay,1.042,PH112507019
Davao Oriental,Lupon,Maragatas,3.179,PH112507021
Davao Oriental,Lupon,Marayag,4.841,PH112507022
Davao Oriental,Lupon,New Visayas,0.703,PH112507024
Davao Oriental,Lupon,Poblacion,17.362,PH112507028
Davao Oriental,Lupon,San Isidro,1.757,PH112507029
Davao Oriental,Lupon,San Jose,0.716,PH112507030
Davao Oriental,Lupon,Tagboa,1.8,PH112507032
Davao Oriental,Lupon,Tagugpo,2.278,PH112507033
Davao Oriental,Manay,Capasnan,0.646,PH112508001
Davao Oriental,Manay,Cayawan,0.989,PH112508002
Davao Oriental,Manay,Central,9.676,PH112508003
Davao Oriental,Manay,Concepcion,0.799,PH112508004
Davao Oriental,Manay,Del Pilar,1.517,PH112508006
Davao Oriental,Manay,Guza,0.779,PH112508007
Davao Oriental,Manay,Holy Cross,3.725,PH112508008
Davao Oriental,Manay,Mabini,0.478,PH112508009
Davao Oriental,Manay,Manreza,0.719,PH112508010
Davao Oriental,Manay,Old Macopa,3.455,PH112508011
Davao Oriental,Manay,Rizal,1.289,PH112508012
Davao Oriental,Manay,San Fermin,1.111,PH112508013
Davao Oriental,Manay,San Ignacio,6.893,PH112508014
Davao Oriental,Manay,San Isidro,2.344,PH112508015
Davao Oriental,Manay,New Taokanga,2.955,PH112508016
Davao Oriental,Manay,Zaragosa,1.38,PH112508017
Davao Oriental,Manay,Lambog,0.817,PH112508018
Davao Oriental,City Of Mati,Badas,7.042,PH112509001
Davao Oriental,City Of Mati,Bobon,5.057,PH112509002
Davao Oriental,City Of Mati,Buso,3.784,PH112509003
